,Gender,Age,Education Level,Institution Type,IT Student,Location,Load-shedding,Financial Condition,Internet Type,Network Type,Class Duration,Self Lms,Device,Adaptivity Level
7873,Girl,06-10,School,Non Government,No,Yes,Low,Rich,Wifi,4G,01-03,No,Mobile,High
7874,Boy,11-15,School,Non Government,,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
7875,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Moderate
7876,Boy,26-30,University,Government,No,No,Low,Poor,Mobile Data,4G,0,No,Mobile,Low
7877,Boy,26-30,University,Government,Yes,No,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
7878,Boy,21-25,University,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,Yes,Mobile,High
7879,Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
7880,Girl,11-15,School,Government,No,No,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
7881,Boy,26-30,University,Government,Yes,No,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
7882,Boy,16-20,College,Government,Yes,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
7883,Girl,,University,Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Low
7884,Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Wifi,4G,03-06,Yes,Computer,Low
7885,Boy,11-15,School,Non Government,No,Yes,Low,Rich,Mobile Data,3G,01-03,No,Mobile,Moderate
7886,Boy,11-15,School,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,High
7887,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
7888,Girl,16-20,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
7889,Girl,16-20,University,Government,No,Yes,Low,Mid,Wifi,4G,01-03,Yes,Mobile,Low
7890,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
7891,Girl,01-05,School,Non Government,No,Yes,Low,Poor,Mobile Data,,01-03,No,Mobile,Moderate
7892,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
7893,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
7894,Boy,21-25,University,Non Government,No,No,Low,Mid,Mobile Data,4G,,No,Mobile,Moderate
7895,Girl,16-20,University,Non Government,Yes,No,Low,Mid,Mobile Data,3G,03-06,Yes,Mobile,Moderate
7896,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
7897,Girl,11-15,School,Government,No,Yes,Low,Rich,Wifi,4G,01-03,No,Mobile,Moderate
7898,Boy,26-30,University,Government,Yes,Yes,Low,Mid,Wifi,4G,0,No,Computer,Low
7899,Boy,11-15,School,Non Government,No,Yes,Low,Rich,Mobile Data,3G,01-03,No,Mobile,Moderate
7900,Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
7901,Girl,21-25,University,Government,No,No,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
7902,Girl,16-20,School,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
7903,,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,No,Computer,Moderate
7904,Girl,16-20,University,Government,No,Yes,Low,Mid,Wifi,4G,01-03,Yes,Mobile,Low
7905,Boy,21-25,University,Government,No,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Moderate
7906,Boy,21-25,University,Non Government,Yes,No,Low,Mid,Mobile Data,,01-03,Yes,Computer,Moderate
7907,Boy,01-05,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Low
7908,Girl,01-05,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
7909,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
7910,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,03-06,No,Computer,Low
7911,Girl,06-10,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,High
7912,Girl,21-25,University,Non Government,No,No,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
7913,Boy,26-30,University,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,Yes,Mobile,Moderate
7914,Boy,11-15,School,Government,No,No,Low,Poor,Mobile Data,3G,0,No,Mobile,Low
7915,Girl,16-20,College,Non Government,No,No,Low,,Wifi,4G,01-03,No,Mobile,Low
7916,Boy,11-15,School,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
7917,Boy,21-25,University,Non Government,Yes,,High,Poor,Wifi,3G,03-06,No,Mobile,Low
7918,Boy,16-20,School,Government,No,Yes,,Mid,Wifi,4G,01-03,No,Mobile,Moderate
7919,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,4G,01-03,Yes,Computer,High
7920,Boy,26-30,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,03-06,No,Computer,Moderate
7921,Boy,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
7922,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,03-06,Yes,Computer,Moderate
7923,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
7924,Boy,21-25,University,,Yes,Yes,Low,Mid,Mobile Data,3G,03-06,Yes,,Low
7925,Girl,11-15,School,Non Government,No,,Low,Mid,Mobile Data,4G,03-06,No,Mobile,Moderate
7926,Girl,06-10,School,Government,No,No,Low,Mid,Mobile Data,3G,0,No,Mobile,Low
7927,Boy,21-25,University,Non Government,,Yes,Low,Mid,Wifi,3G,03-06,Yes,Computer,Low
7928,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
7929,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
7930,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
7931,Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Low
7932,Girl,11-15,School,Government,No,No,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
7933,Girl,01-05,School,Government,No,Yes,Low,Rich,Mobile Data,4G,01-03,Yes,Mobile,Low
7934,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
7935,Girl,21-25,University,Non Government,Yes,No,High,Mid,Wifi,4G,01-03,Yes,Computer,Moderate
7936,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Mobile,Moderate
7937,Girl,01-05,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
7938,Boy,21-25,University,Non Government,No,Yes,High,Mid,Mobile Data,3G,01-03,Yes,Mobile,Moderate
7939,Boy,16-20,College,Government,Yes,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
7940,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
7941,Boy,21-25,College,Government,Yes,No,Low,Poor,Mobile Data,4G,0,No,Mobile,Low
7942,Boy,16-20,College,Government,Yes,Yes,Low,Mid,Mobile Data,4G,01-03,Yes,Mobile,Low
7943,Boy,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,,Mobile,Moderate
7944,Girl,26-30,University,Government,No,Yes,Low,Mid,Wifi,4G,0,,Mobile,Low
7945,Girl,11-15,School,Non Government,No,No,High,Mid,Mobile Data,3G,0,No,Mobile,Low
7946,Girl,11-15,School,Non Government,No,Yes,Low,Rich,Wifi,3G,01-03,,Mobile,High
7947,Girl,26-30,,Government,No,Yes,Low,Mid,,4G,0,No,Mobile,Low
7948,Boy,11-15,School,Non Government,No,Yes,,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
7949,Boy,21-25,University,Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-03,Yes,Mobile,Moderate
7950,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
7951,Girl,16-20,College,Government,No,No,High,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
7952,Boy,21-25,University,Non Government,Yes,No,High,Poor,Mobile Data,3G,03-06,Yes,Mobile,Moderate
7953,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
7954,Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,01-03,No,Mobile,Low
7955,Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,,01-03,No,Mobile,Moderate
7956,Girl,16-20,University,Non Government,Yes,No,Low,Mid,Mobile Data,3G,03-06,Yes,Mobile,Moderate
7957,Girl,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
7958,Boy,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
7959,Girl,01-05,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
7960,Girl,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,03-06,Yes,Mobile,Moderate
7961,Girl,16-20,University,Non Government,Yes,No,High,Poor,Mobile Data,3G,01-03,Yes,Mobile,Moderate
7962,Girl,11-15,School,Non Government,No,Yes,,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
7963,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,,01-03,Yes,Computer,High
7964,Girl,01-05,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
7965,Boy,11-15,School,Non Government,No,Yes,Low,Rich,Wifi,4G,01-03,No,Mobile,High
7966,Girl,16-20,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
7967,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,No,Computer,Moderate
7968,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
7969,Boy,26-30,University,Government,No,No,Low,Poor,Mobile Data,4G,0,No,Mobile,Low
7970,Boy,16-20,College,Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,Yes,Tab,Moderate
7971,Boy,11-15,School,Non Government,Yes,Yes,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
7972,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
7973,Girl,16-20,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
7974,Girl,16-20,College,Government,No,No,High,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
7975,Boy,21-25,University,Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low
7976,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,3G,01-03,Yes,Mobile,Moderate
7977,Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
7978,Boy,,University,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,Yes,Mobile,High
7979,Boy,21-25,University,Non Government,Yes,No,High,Poor,Mobile Data,3G,03-06,Yes,Mobile,Moderate
7980,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
7981,Boy,21-25,University,Government,No,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Moderate
7982,Boy,11-15,School,Non Government,No,Yes,High,Mid,Wifi,4G,01-03,No,Mobile,Moderate
7983,Boy,21-25,University,Government,No,No,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
7984,Girl,21-25,University,,No,Yes,Low,Mid,Wifi,2G,03-06,No,Mobile,Moderate
7985,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low
7986,Boy,16-20,University,Government,No,Yes,Low,Mid,Wifi,3G,01-03,Yes,Computer,Moderate
7987,Boy,21-25,University,Government,Yes,Yes,Low,Mid,Wifi,3G,01-03,No,Mobile,Low
7988,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
7989,Boy,21-25,College,Government,No,No,,Mid,Mobile Data,4G,0,No,Mobile,Low
7990,Boy,16-20,College,Government,No,No,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
7991,Girl,21-25,University,Government,No,No,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
7992,Girl,21-25,University,Non Government,Yes,Yes,Low,Rich,Wifi,4G,03-06,No,Computer,Moderate
7993,Girl,16-20,University,Non Government,Yes,Yes,Low,,Mobile Data,3G,01-03,No,Mobile,Low
7994,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,No,Computer,Moderate
7995,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
7996,Girl,16-20,School,Non Government,No,,Low,Mid,Wifi,4G,0,No,Mobile,Low
7997,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
7998,Boy,16-20,College,Government,Yes,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Moderate
7999,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Mobile,High
8000,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
8001,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Computer,Moderate
8002,Girl,21-25,University,Non Government,Yes,No,High,Poor,Wifi,2G,03-06,Yes,Tab,Low
8003,Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,01-03,No,Mobile,Low
8004,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,3G,03-06,No,Mobile,Low
8005,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Mobile,Moderate
8006,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
8007,Girl,21-25,University,Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low
8008,Girl,06-10,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
8009,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
8010,Boy,21-25,University,Non Government,Yes,No,Low,Mid,Wifi,4G,03-06,Yes,Computer,Moderate
8011,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
8012,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Low
8013,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,No,Computer,Moderate
8014,Boy,21-25,University,Non Government,No,No,Low,Poor,Mobile Data,4G,01-03,Yes,Mobile,Low
8015,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,No,Computer,Moderate
8016,Girl,16-20,College,Non Government,No,Yes,High,Mid,,4G,01-03,No,Mobile,Low
8017,Girl,16-20,College,Government,,,High,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
8018,Boy,06-10,School,Non Government,No,Yes,Low,Rich,Wifi,4G,03-06,No,Mobile,High
8019,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Computer,Moderate
8020,Girl,26-30,University,Government,No,No,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Low
8021,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
8022,Girl,11-15,School,Government,No,No,Low,Mid,Mobile Data,3G,0,No,Mobile,Low
8023,Girl,11-15,School,,No,No,High,Mid,Mobile Data,3G,0,No,Mobile,Low
8024,Boy,21-25,University,Government,No,No,High,Mid,Mobile Data,4G,01-03,No,Mobile,Low
8025,Girl,16-20,College,Non Government,No,No,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
8026,Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Mobile Data,3G,03-06,Yes,Mobile,Moderate
8027,Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,4G,03-06,No,Mobile,Moderate
8028,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Mobile Data,,01-03,No,Mobile,Moderate
8029,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,,Moderate
8030,Girl,16-20,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,No,Computer,Moderate
8031,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
8032,Boy,11-15,,Non Government,No,Yes,High,Mid,Wifi,4G,01-03,No,Computer,Low
8033,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
8034,Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,Yes,Mobile,Low
8035,Boy,06-10,School,Government,No,No,Low,Mid,Mobile Data,3G,0,No,Mobile,Low
8036,Girl,11-15,School,Government,No,Yes,Low,Rich,Wifi,4G,01-03,No,Mobile,Moderate
8037,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
8038,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Tab,Moderate
8039,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,No,Computer,Moderate
8040,Boy,26-30,University,Government,Yes,Yes,Low,Rich,Wifi,4G,01-03,No,Computer,High
8041,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Mobile,Moderate
8042,Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,03-06,No,Mobile,Moderate
8043,Boy,21-25,University,Government,Yes,No,High,Mid,Mobile Data,3G,01-03,No,Mobile,Low
8044,Boy,11-15,School,Non Government,No,Yes,Low,Rich,Mobile Data,3G,01-03,No,Mobile,High
8045,Girl,11-15,School,Government,No,No,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
8046,Boy,16-20,School,Government,No,Yes,Low,Rich,Mobile Data,4G,01-03,No,Mobile,Moderate
8047,Boy,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
8048,Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
8049,Boy,11-15,School,Government,No,No,Low,Poor,Mobile Data,3G,0,No,Mobile,Low
8050,Girl,01-05,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
8051,Girl,06-10,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
8052,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,High
8053,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,,Tab,Moderate
8054,Girl,16-20,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
8055,Boy,,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
8056,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,No,Computer,Moderate
8057,Girl,21-25,University,Non Government,Yes,No,High,Mid,Wifi,4G,01-03,Yes,Computer,Moderate
8058,Boy,21-25,University,Non Government,Yes,No,Low,Mid,Wifi,4G,03-06,Yes,Computer,Moderate
8059,Boy,16-20,School,Government,No,Yes,Low,Rich,Mobile Data,4G,01-03,No,Mobile,Moderate
8060,Boy,16-20,College,Government,No,Yes,High,Mid,Mobile Data,4G,01-03,No,Mobile,Low
8061,Boy,11-15,School,Non Government,No,No,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
8062,Boy,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
8063,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
8064,Girl,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,03-06,Yes,Computer,Low
8065,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
8066,Girl,01-05,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,,No,Mobile,Moderate
8067,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Mobile,Moderate
8068,Boy,21-25,University,Government,No,No,Low,Mid,Mobile Data,,01-03,No,Mobile,Moderate
8069,Girl,06-10,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
8070,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
8071,Girl,16-20,College,Non Government,No,Yes,,Mid,Wifi,4G,03-06,No,Mobile,High
8072,Girl,11-15,School,Non Government,No,Yes,,Poor,Mobile Data,3G,01-03,No,Mobile,Low
8073,Boy,16-20,University,Government,No,Yes,Low,Mid,Wifi,3G,01-03,Yes,Computer,Moderate
8074,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,,High
8075,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
8076,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Tab,Moderate
8077,Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
8078,Girl,06-10,,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,High
8079,Girl,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
8080,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
8081,Girl,16-20,College,Government,No,No,High,Mid,Mobile Data,3G,01-03,No,Mobile,Low
8082,Boy,11-15,,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
8083,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
8084,Girl,16-20,School,Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Low
8085,Girl,21-25,College,Government,No,No,High,Mid,Mobile Data,4G,0,No,Mobile,Low
8086,Girl,11-15,School,Government,No,Yes,Low,Mid,Wifi,3G,01-03,No,Mobile,Low
8087,Girl,16-20,College,Government,No,No,High,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
8088,Boy,26-30,University,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
8089,Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,01-03,No,Mobile,Low
8090,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Mobile Data,4G,,No,Mobile,Low
8091,Boy,21-25,University,Non Government,No,No,Low,Mid,Wifi,4G,0,No,Mobile,Moderate
8092,Girl,26-30,University,Government,No,No,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Low
8093,Girl,06-10,School,Government,No,No,Low,Mid,Mobile Data,3G,0,No,Mobile,Low
8094,Girl,21-25,University,Non Government,No,No,Low,Mid,Wifi,4G,0,No,Mobile,Low
8095,Girl,01-05,School,Non Government,No,Yes,Low,Poor,Mobile Data,,01-03,No,Mobile,Moderate
8096,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
8097,Girl,16-20,University,Non Government,Yes,No,Low,Mid,Mobile Data,3G,03-06,Yes,Mobile,Moderate
8098,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Moderate
8099,Girl,06-10,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
8100,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Mobile,Moderate
8101,Boy,,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Tab,Moderate
8102,Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
8103,Girl,16-20,School,Non Government,No,,Low,Poor,Mobile Data,3G,0,No,Mobile,Low
8104,Girl,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
8105,Girl,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,Yes,Mobile,Moderate
8106,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
8107,Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
8108,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
8109,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
8110,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Tab,Moderate
8111,Girl,11-15,School,Government,No,Yes,Low,Rich,Wifi,4G,01-03,No,Mobile,Low
8112,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
8113,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,03-06,No,Mobile,Moderate
8114,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,No,Computer,Moderate
8115,Boy,16-20,School,,No,Yes,Low,Rich,Mobile Data,4G,01-03,No,Mobile,Moderate
8116,Girl,01-05,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
8117,Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Mobile Data,,03-06,Yes,Mobile,Moderate
8118,Girl,16-20,University,,Yes,Yes,Low,Mid,Wifi,4G,01-03,Yes,Computer,Moderate
8119,Boy,26-30,University,Non Government,Yes,No,High,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
8120,Boy,16-20,University,Government,No,Yes,Low,Mid,Wifi,3G,01-03,Yes,Computer,Moderate
8121,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Computer,Moderate
8122,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Wifi,3G,01-03,No,Mobile,Moderate
8123,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
8124,Girl,06-10,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
8125,Girl,21-25,University,Non Government,Yes,No,High,Mid,Wifi,4G,01-03,Yes,Computer,Moderate
8126,Girl,21-25,University,Non Government,Yes,Yes,High,Mid,Wifi,4G,01-03,No,Mobile,Low
8127,Boy,16-20,School,Government,No,Yes,Low,Rich,Mobile Data,4G,01-03,No,Mobile,Moderate
8128,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,03-06,No,Computer,Low
8129,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,No,Computer,Moderate
8130,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Computer,Moderate
