,Gender,Age,Education Level,Institution Type,IT Student,Location,Load-shedding,Financial Condition,Internet Type,Network Type,Class Duration,Self Lms,Device,Adaptivity Level
6958,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,3G,03-06,No,Computer,Moderate
6959,Boy,06-10,School,,No,No,High,Mid,Mobile Data,2G,0,No,Mobile,Low
6960,Boy,16-20,College,Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,Yes,Tab,Moderate
6961,Boy,21-25,University,Non Government,No,Yes,Low,Rich,Wifi,4G,03-06,No,Tab,High
6962,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
6963,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,,No,Mobile,Moderate
6964,Girl,06-10,School,Non Government,No,Yes,Low,Rich,Wifi,4G,01-03,No,Mobile,High
6965,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
6966,Boy,21-25,University,Government,No,No,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
6967,Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
6968,Boy,11-15,,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,High
6969,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,03-06,Yes,Computer,Moderate
6970,Boy,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,,,Moderate
6971,Boy,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
6972,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,,Mobile,Moderate
6973,Boy,16-20,College,Government,,No,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
6974,Boy,21-25,University,Non Government,No,No,Low,Mid,Wifi,4G,0,No,Mobile,Moderate
6975,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,3G,03-06,No,Mobile,Low
6976,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,03-06,No,Computer,Low
6977,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,3G,01-03,Yes,Mobile,Moderate
6978,Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
6979,Girl,06-10,School,Non Government,No,Yes,Low,Mid,Wifi,3G,01-03,No,Mobile,High
6980,Boy,11-15,School,Government,No,No,Low,Mid,Mobile Data,3G,0,No,Mobile,Low
6981,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,High
6982,Boy,21-25,University,Government,No,No,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
6983,Boy,06-10,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
6984,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Tab,Moderate
6985,Girl,16-20,University,Government,No,Yes,Low,Mid,Wifi,4G,01-03,Yes,Mobile,Low
6986,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Tab,Moderate
6987,Boy,21-25,University,Non Government,Yes,Yes,Low,Rich,Wifi,4G,01-03,Yes,Computer,High
6988,Girl,21-25,University,Non Government,No,No,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
6989,Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,03-06,No,Mobile,Moderate
6990,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,,No,Mobile,Moderate
6991,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
6992,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
6993,Girl,01-05,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
6994,Boy,26-30,University,Government,Yes,No,,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
6995,Girl,11-15,School,Government,No,Yes,Low,Rich,Wifi,4G,01-03,No,Mobile,Moderate
6996,Girl,11-15,School,Non Government,No,No,High,Mid,Mobile Data,3G,0,No,Mobile,Low
6997,Girl,26-30,University,Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low
6998,Boy,16-20,School,Government,No,Yes,Low,Rich,Mobile Data,4G,01-03,No,Mobile,Moderate
6999,Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,Yes,Mobile,Low
7000,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
7001,Boy,16-20,College,Non Government,No,Yes,,Mid,Wifi,4G,01-03,No,Mobile,Moderate
7002,Boy,06-10,School,Government,No,Yes,Low,Mid,,4G,0,No,Mobile,Low
7003,Boy,06-10,School,Government,No,No,High,Mid,Mobile Data,2G,0,No,Mobile,Low
7004,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
7005,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
7006,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
7007,Boy,21-25,University,Government,Yes,No,High,Mid,Mobile Data,3G,01-03,No,Mobile,Low
7008,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,3G,01-03,Yes,Mobile,Moderate
7009,Girl,21-25,College,Government,No,No,High,Mid,Mobile Data,3G,0,No,Mobile,Low
7010,Boy,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
7011,Boy,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,4G,,No,Mobile,Moderate
7012,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,High
7013,,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
7014,Boy,,University,Government,No,No,,Poor,Mobile Data,4G,0,No,Mobile,Low
7015,Girl,21-25,University,Non Government,No,Yes,High,Poor,Wifi,4G,03-06,No,Mobile,Low
7016,Boy,11-15,School,Non Government,No,,High,Mid,Wifi,4G,01-03,No,Computer,Low
7017,Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
7018,Boy,16-20,University,Government,No,Yes,Low,Mid,Wifi,4G,03-06,Yes,Computer,Low
7019,Boy,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,,01-03,No,Mobile,Low
7020,Girl,16-20,School,Government,No,No,Low,Rich,Mobile Data,4G,01-03,No,Mobile,High
7021,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
7022,Girl,01-05,School,Non Government,No,Yes,Low,,Mobile Data,4G,01-03,No,Mobile,Moderate
7023,Girl,11-15,School,Government,No,Yes,Low,Rich,Wifi,4G,01-03,No,Mobile,Low
7024,Boy,16-20,University,Government,No,No,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
7025,Boy,11-15,School,Non Government,No,Yes,High,Poor,Wifi,4G,0,No,,Low
7026,Girl,16-20,College,Non Government,No,No,High,Mid,Wifi,4G,03-06,No,Mobile,Moderate
7027,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Mobile Data,3G,01-03,Yes,Mobile,Moderate
7028,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
7029,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
7030,Boy,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
7031,Girl,21-25,University,Non Government,No,Yes,Low,Rich,Wifi,4G,03-06,No,Computer,Moderate
7032,Girl,21-25,University,Non Government,No,Yes,High,Mid,Mobile Data,4G,01-03,Yes,Mobile,Moderate
7033,Girl,,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
7034,Boy,11-15,School,Non Government,No,Yes,High,Poor,Wifi,4G,0,No,Mobile,Low
7035,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,03-06,Yes,Computer,Moderate
7036,Girl,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
7037,Girl,21-25,University,Government,No,No,Low,Mid,Mobile Data,2G,01-03,No,Mobile,Low
7038,Girl,26-30,University,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
7039,Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,4G,,No,Mobile,Low
7040,Boy,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
7041,Boy,16-20,College,Government,No,No,High,Mid,Mobile Data,3G,01-03,No,Mobile,Low
7042,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
7043,Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
7044,Boy,11-15,School,Non Government,No,Yes,Low,Rich,Mobile Data,3G,01-03,No,Mobile,Moderate
7045,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Tab,Moderate
7046,Boy,21-25,University,Non Government,Yes,No,Low,Mid,Mobile Data,3G,01-03,Yes,Computer,Moderate
7047,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,03-06,No,Mobile,Moderate
7048,Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
7049,Boy,21-25,University,Non Government,,Yes,Low,Mid,Wifi,4G,01-03,No,Computer,Moderate
7050,Boy,26-30,University,,No,No,Low,Mid,Mobile Data,4G,01-03,No,Mobile,High
7051,Boy,11-15,School,Non Government,No,Yes,High,Mid,Wifi,4G,01-03,No,Computer,Low
7052,Girl,16-20,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
7053,Girl,16-20,College,Government,No,No,High,Mid,Mobile Data,3G,01-03,No,Mobile,Low
7054,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Mobile,Moderate
7055,Girl,11-15,School,Government,No,Yes,Low,Mid,Wifi,3G,01-03,No,Mobile,Low
7056,Girl,06-10,School,Non Government,No,Yes,Low,Mid,Wifi,,01-03,No,Mobile,High
7057,Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
7058,Boy,11-15,School,Non Government,No,,Low,Mid,Mobile Data,4G,01-03,No,Mobile,High
7059,Girl,21-25,University,Non Government,Yes,Yes,Low,Rich,Wifi,,03-06,No,Computer,Moderate
7060,Girl,21-25,University,Non Government,No,No,Low,Mid,Wifi,4G,0,No,Mobile,Low
7061,Boy,01-05,School,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
7062,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,Yes,Mobile,Moderate
7063,Girl,16-20,College,Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
7064,Girl,11-15,School,Non Government,No,Yes,Low,Rich,Wifi,3G,01-03,No,Mobile,High
7065,Boy,11-15,School,Non Government,No,Yes,High,Poor,Wifi,4G,0,No,Mobile,Low
7066,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Tab,Moderate
7067,Boy,21-25,University,Non Government,No,Yes,High,Mid,Mobile Data,3G,01-03,Yes,Mobile,Moderate
7068,Boy,21-25,University,Government,Yes,No,High,Mid,Mobile Data,3G,01-03,No,Mobile,Low
7069,Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,03-06,No,Mobile,Moderate
7070,Boy,21-25,University,Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-03,No,Computer,Low
7071,Boy,,University,Non Government,No,,Low,Mid,Wifi,4G,03-06,No,Tab,Moderate
7072,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
7073,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
7074,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Moderate
7075,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
7076,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,01-03,Yes,Mobile,Moderate
7077,Girl,11-15,School,Government,No,Yes,Low,Rich,Wifi,4G,01-03,No,Mobile,Moderate
7078,Boy,11-15,School,Non Government,No,Yes,High,Poor,Wifi,4G,0,No,Mobile,Low
7079,Boy,01-05,School,Government,No,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
7080,Girl,11-15,School,Government,No,No,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
7081,Girl,21-25,University,Non Government,No,Yes,Low,Rich,Wifi,4G,03-06,No,Tab,Moderate
7082,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
7083,Girl,21-25,University,Non Government,Yes,Yes,Low,Rich,Wifi,4G,03-06,No,Computer,Moderate
7084,Boy,11-15,School,Non Government,No,Yes,High,Poor,Wifi,4G,0,No,Mobile,Low
7085,Boy,26-30,University,Government,No,No,Low,Poor,Mobile Data,4G,0,No,Mobile,Low
7086,Boy,21-25,University,Non Government,Yes,No,Low,Mid,Mobile Data,3G,01-03,Yes,Computer,Moderate
7087,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,01-03,No,Computer,Moderate
7088,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Computer,Moderate
7089,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
7090,,26-30,University,Government,Yes,Yes,Low,Rich,Wifi,4G,01-03,,Computer,High
7091,Boy,11-15,School,Government,No,No,Low,Mid,Mobile Data,3G,0,No,Mobile,Low
7092,Boy,21-25,University,Government,No,No,High,Mid,Wifi,4G,0,No,Mobile,Low
7093,Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Mobile Data,3G,03-06,Yes,Mobile,Moderate
7094,Girl,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,03-06,Yes,Mobile,Moderate
7095,Girl,16-20,University,Non Government,Yes,Yes,,Mid,Wifi,4G,01-03,No,Computer,Moderate
7096,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,High
7097,Boy,11-15,School,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,High
7098,Girl,21-25,University,Government,No,Yes,Low,Mid,Wifi,3G,0,Yes,Mobile,Low
7099,Girl,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
7100,Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Wifi,4G,03-06,Yes,Computer,Low
7101,Boy,11-15,School,Non Government,No,Yes,,Mid,Mobile Data,4G,01-03,No,Mobile,High
7102,Boy,16-20,College,Government,No,Yes,High,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
7103,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
7104,Boy,16-20,College,Government,No,No,High,Poor,Mobile Data,2G,01-03,No,Mobile,Low
7105,Girl,16-20,College,Non Government,No,No,Low,Mid,Mobile Data,3G,03-06,Yes,Mobile,Low
7106,Boy,16-20,,Government,No,Yes,,Mid,Wifi,,03-06,No,Mobile,Moderate
7107,Boy,21-25,University,Non Government,No,No,Low,Mid,Wifi,4G,0,No,Mobile,Moderate
7108,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
7109,Girl,16-20,University,Non Government,Yes,No,High,Poor,Mobile Data,3G,01-03,Yes,Mobile,Moderate
7110,Boy,06-10,School,Non Government,,Yes,Low,Rich,Wifi,4G,01-03,No,Mobile,Moderate
7111,Boy,16-20,College,Government,Yes,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
7112,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
7113,Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
7114,Girl,16-20,College,Government,No,No,High,Mid,Mobile Data,3G,01-03,No,Mobile,Low
7115,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
7116,Boy,11-15,School,Non Government,,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
7117,Girl,16-20,College,Non Government,No,No,Low,Mid,Mobile Data,3G,03-06,Yes,Mobile,Low
7118,Boy,16-20,,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
7119,Girl,16-20,College,Non Government,,No,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Low
7120,Girl,21-25,University,Non Government,Yes,Yes,Low,Rich,Wifi,4G,03-06,No,Computer,High
7121,Girl,21-25,University,Non Government,Yes,Yes,High,Mid,Wifi,3G,03-06,Yes,Mobile,Moderate
7122,Boy,21-25,University,Non Government,Yes,Yes,Low,Rich,Wifi,4G,03-06,No,Mobile,Low
7123,Girl,16-20,College,Non Government,No,No,High,Mid,Wifi,4G,03-06,No,Mobile,Moderate
7124,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Wifi,3G,01-03,No,Mobile,Moderate
7125,Boy,11-15,School,Non Government,No,Yes,High,Poor,Wifi,4G,0,No,Mobile,Low
7126,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
7127,Girl,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
7128,Girl,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
7129,Boy,11-15,School,,No,Yes,Low,Rich,Mobile Data,3G,01-03,No,Mobile,Moderate
7130,Boy,16-20,School,Government,No,No,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
7131,Girl,06-10,School,Non Government,No,Yes,Low,Mid,Wifi,3G,01-03,No,Mobile,High
7132,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Moderate
7133,Boy,06-10,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
7134,Boy,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,03-06,No,Mobile,Moderate
7135,Boy,16-20,College,Government,,Yes,Low,Mid,Wifi,3G,01-03,Yes,Mobile,Moderate
7136,Boy,16-20,College,Government,No,No,High,Poor,Mobile Data,3G,01-03,No,Mobile,Moderate
7137,,11-15,School,Non Government,No,No,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
7138,Boy,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
7139,Girl,11-15,School,Non Government,No,Yes,Low,Rich,Wifi,3G,01-03,No,Mobile,High
7140,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
7141,Boy,16-20,College,Government,No,Yes,High,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
7142,Girl,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,,Mobile,Moderate
7143,Girl,16-20,College,Non Government,No,No,High,Mid,Wifi,4G,03-06,No,Mobile,Moderate
7144,Girl,11-15,School,Non Government,Yes,Yes,Low,Mid,,3G,01-03,No,Mobile,Moderate
7145,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
7146,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
7147,Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
7148,Boy,16-20,College,Government,Yes,Yes,Low,Mid,Wifi,,01-03,Yes,Tab,Moderate
7149,Boy,21-25,University,Non Government,Yes,No,High,Mid,Mobile Data,3G,03-06,No,Computer,Low
7150,Girl,11-15,School,Government,No,Yes,Low,Rich,Wifi,4G,01-03,No,Mobile,Moderate
7151,Boy,21-25,University,Non Government,Yes,No,High,Mid,Mobile Data,,03-06,No,Computer,Low
7152,Boy,06-10,School,,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
7153,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,,Moderate
7154,Boy,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Moderate
7155,Boy,11-15,School,Non Government,No,Yes,High,Poor,Wifi,4G,01-03,No,Mobile,Low
7156,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
7157,Boy,16-20,College,Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
7158,Girl,11-15,School,,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
7159,Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,01-03,No,Mobile,Low
7160,Girl,16-20,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,No,Computer,Moderate
7161,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Computer,Moderate
7162,Girl,21-25,University,Non Government,No,No,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
7163,Girl,21-25,University,Non Government,Yes,No,Low,Mid,Mobile Data,3G,01-03,Yes,Mobile,Moderate
7164,Boy,21-25,University,Government,No,Yes,Low,Mid,,4G,0,No,Mobile,Low
7165,Girl,21-25,University,Non Government,Yes,No,Low,Mid,Mobile Data,,01-03,Yes,Mobile,Moderate
7166,Boy,11-15,School,Non Government,No,Yes,Low,Rich,Mobile Data,3G,01-03,No,Mobile,High
7167,Girl,16-20,School,Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Low
7168,Girl,16-20,College,Non Government,No,No,Low,Mid,Mobile Data,3G,03-06,Yes,Mobile,Low
7169,Boy,16-20,College,Government,No,No,Low,Mid,,4G,01-03,No,Mobile,Low
7170,Boy,16-20,College,Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,Yes,Tab,Moderate
7171,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Computer,Moderate
7172,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
7173,Boy,16-20,,Government,No,Yes,High,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
7174,Girl,16-20,College,Non Government,No,No,Low,Mid,Mobile Data,3G,01-03,Yes,Mobile,Low
7175,Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Low
7176,Girl,11-15,School,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
7177,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
7178,Girl,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
7179,Boy,21-25,,Non Government,Yes,No,High,Mid,Mobile Data,3G,03-06,No,Computer,Low
7180,Girl,01-05,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
7181,Boy,16-20,College,Government,Yes,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Moderate
7182,Boy,26-30,University,Government,Yes,Yes,Low,Rich,Wifi,4G,01-03,No,Computer,High
7183,Girl,21-25,University,Government,No,No,Low,Mid,Mobile Data,2G,01-03,No,Mobile,Low
7184,Boy,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,,No,Mobile,Moderate
7185,Boy,21-25,University,Non Government,Yes,No,High,Mid,Mobile Data,3G,01-03,Yes,Mobile,Moderate
7186,Girl,11-15,School,Government,No,No,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
7187,Girl,16-20,University,Non Government,Yes,No,High,Poor,Mobile Data,3G,01-03,Yes,Mobile,Moderate
7188,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,03-06,No,Mobile,Moderate
7189,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,03-06,No,Mobile,Moderate
7190,Boy,21-25,University,Non Government,Yes,No,High,Mid,Mobile Data,3G,01-03,Yes,Mobile,Moderate
7191,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Computer,Moderate
7192,Girl,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Low
7193,Boy,21-25,University,Non Government,Yes,No,Low,Mid,Wifi,4G,03-06,Yes,Computer,Moderate
7194,Girl,16-20,College,Non Government,No,No,Low,Mid,Mobile Data,3G,03-06,Yes,Mobile,Low
7195,Boy,21-25,University,Non Government,Yes,No,High,Poor,Mobile Data,3G,03-06,Yes,Mobile,Moderate
7196,Boy,26-30,University,Government,Yes,Yes,Low,Rich,Wifi,4G,01-03,No,Mobile,High
7197,Boy,21-25,University,Government,No,No,High,Mid,Mobile Data,4G,01-03,No,Mobile,Low
7198,Girl,16-20,,Government,No,No,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Low
7199,Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,4G,03-06,No,Mobile,Moderate
7200,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
7201,Boy,26-30,University,Government,Yes,Yes,Low,Rich,Wifi,4G,01-03,No,Computer,High
7202,,06-10,School,Government,No,No,Low,Mid,Mobile Data,3G,0,No,Mobile,Low
7203,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
7204,Girl,11-15,School,Non Government,No,Yes,Low,Rich,Wifi,3G,01-03,No,Mobile,High
7205,Boy,01-05,School,Government,No,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
7206,Boy,16-20,College,Government,Yes,Yes,Low,Mid,,4G,01-03,Yes,Mobile,Low
7207,Boy,21-25,University,Non Government,Yes,No,Low,Mid,Mobile Data,3G,01-03,Yes,Computer,Moderate
7208,Girl,16-20,College,Government,No,No,High,Poor,Mobile Data,4G,0,No,Mobile,Low
7209,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
7210,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
7211,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
7212,Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
